id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
26431,450,1/25/14,41,1489,116,230.0651539,320.3376315,5,10217,341,3,45,1420,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1989,3,4,user-group,3,0,0,6,1,0
53146,0,3/20/12,81,532,5,236.3535237,316.2003567,7,5239,330,5,98,1653,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2000,3,2,other,0,0,1,6,1,0
28156,0,4/3/12,721,0,751,238.3964122,319.8529161,2,3856,329,3,47,1056,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1986,9,0,user-group,0,0,1,3,0,3
9153,400,3/2/12,20,519,5,236.0113253,315.9113794,7,1293,330,5,98,1230,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2012,15,0,user-group,3,0,0,5,0,2
67130,0,10/30/13,45,0,5,232.1309442,319.8307605,5,13860,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,0,0,1,5,0,2
3757,250,3/20/12,10,292,156,238.8886774,318.2571258,6,8314,331,3,91,1001,FALSE,Chocolate Lovers Consultants Ltd,7,Official pipe,2012,7,3,commercial,4,0,0,6,1,0
32854,0,1/16/14,144,656,130,237.9098472,315.0592141,3,70,405,44,105,1250,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,1988,9,0,user-group,1,0,2,4,2,3
23761,10200,3/6/14,251,1530,1075,237.6252368,321.7424242,2,5382,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,0,3,6,commercial,3,0,1,0,0,0
27780,250,1/29/14,134,746,125,239.3427008,314.2761381,3,662,415,34,93,1450,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,14,0,user-group,4,0,1,3,0,1
24987,0,11/3/12,210,2426,212,234.4190242,315.7027826,0,12909,336,5,15,1052,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2001,3,0,user-group,5,0,0,0,0,0
68108,0,8/5/12,20,0,5,230.6431901,323.7922796,1,1877,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
38116,0,10/9/13,6,0,5,233.492482,321.3724282,4,3245,342,8,111,0,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,15,1,user-group,6,1,1,7,0,2
16425,0,10/13/13,12,0,2,233.3569656,320.980381,4,332,339,3,82,0,TRUE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,0,9,0,user-group,6,0,1,1,1,0
52685,0,2/13/14,163,1815,82,235.3296913,320.4833791,4,11418,346,3,57,1215,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2008,3,0,user-group,0,0,1,0,0,0
569,0,8/7/12,,0,,233.5960913,315.9555629,0,2391,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
4491,0,7/23/12,,0,,233.5897427,315.8338371,0,3503,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
19976,0,10/28/13,59,0,5,233.6762281,321.8000361,1,16979,342,3,11,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,1,0,1,5,0,2
58771,225,3/21/14,70,251,62,239.1029991,318.3519284,6,7271,332,2,118,1156,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,14,0,user-group,4,0,2,3,0,0
41394,0,10/7/13,210,0,212,234.1658657,321.1705907,4,239,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,17,8,parastatal,4,0,1,5,0,0
36176,0,8/7/12,132,0,55,233.4710129,322.140033,1,6401,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
47002,206,8/3/14,29,1583,5,237.4547595,321.6764009,2,2797,328,5,20,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2013,3,4,user-group,4,0,0,0,0,0
65038,0,10/20/13,20,0,29,233.1890757,321.088222,4,6016,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,0,0,0,3,0,1
55109,0,3/23/14,89,1558,5,236.6986836,322.2705258,4,149,327,7,72,1500,TRUE,Chocolate Lovers Consultants Ltd,0,,1983,3,0,user-group,0,0,1,0,0,0
22009,0,7/19/12,221,0,177,231.6946663,323.2087221,1,16122,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,4
52467,0,4/17/12,20,0,175,236.2325707,319.9897537,4,3127,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,1
41757,250,3/19/12,10,278,156,238.8698487,318.2599238,6,12147,331,3,91,1001,FALSE,Chocolate Lovers Consultants Ltd,7,Official pipe,2013,7,3,commercial,4,0,0,6,1,0
41342,300,3/18/14,70,232,62,239.162669,318.0872603,6,374,332,3,76,1050,,Chocolate Lovers Consultants Ltd,3,Unofficial pipe,2015,14,3,commercial,4,6,0,3,0,0
36697,0,2/26/12,720,2377,141,234.6431679,315.3768097,0,6588,336,5,15,1015,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2008,3,0,user-group,0,0,0,0,0,0
16985,0,3/9/12,88,254,89,239.0352108,317.7502929,6,15134,385,44,9,1500,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2011,15,0,user-group,0,1,0,5,0,2
10255,0,4/3/12,20,0,29,233.0107871,316.5661046,8,9279,337,2,85,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,14,0,user-group,4,0,0,0,0,0
4278,300,2/12/14,11,1027,9,236.0375729,314.4741866,7,206,335,6,10,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1992,3,0,user-group,4,0,1,6,1,1
19945,0,2/21/14,119,1113,114,236.9330405,321.4219988,2,156,346,5,2,1200,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2012,15,1,user-group,6,0,0,3,0,2
52950,1200,4/3/14,11,1066,5,235.276698,314.1633292,3,2307,335,3,60,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1989,3,0,user-group,2,0,0,6,1,0
60054,600,2/8/14,11,909,9,237.011143,314.2446157,3,18745,335,2,62,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1993,3,0,user-group,2,0,1,2,1,0
21133,0,3/28/12,39,0,31,232.8636088,315.9033245,8,13662,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,0,5,0,2
51324,0,3/17/14,20,1344,5,236.7350419,321.5236502,2,248,327,3,26,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1965,3,0,user-group,0,0,1,0,0,0
63021,0,10/21/13,7,0,5,232.3785624,320.9614662,5,18479,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,1,user-group,6,2,2,5,0,3
24336,0,1/3/12,39,1858,716,234.9081361,316.0368446,7,870,336,5,15,1040,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2011,15,0,user-group,0,0,0,7,0,2
28588,0,10/23/13,68,0,99,233.4360726,320.578056,4,160,339,3,82,0,TRUE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,0,14,0,user-group,4,1,0,3,0,1
69095,0,1/18/14,7,0,5,232.305622,321.6471804,5,889,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,2,1,5,0,2
6352,0,8/14/12,202,0,282,233.2796363,322.2831634,1,2875,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,0,0,0,3,0,2
54126,5200,3/3/14,292,1265,290,236.9580245,321.6238274,2,5133,327,8,41,1350,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2013,3,5,user-group,3,0,1,6,1,0
12481,0,1/24/14,629,221,678,239.566634,314.9773509,3,5116,405,63,21,1500,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2015,4,0,user-group,6,0,0,3,0,2
43189,0,10/6/13,7,0,5,233.9264231,321.2978565,4,149,342,9,50,0,FALSE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,9,1,user-group,6,0,3,5,0,3
13100,0,2/4/14,359,1495,100,230.6126068,321.4224032,5,5776,341,2,30,1135,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2016,3,0,user-group,6,0,0,0,0,4
61645,0,3/1/14,12,0,2,233.7880202,321.6676689,4,4085,342,3,11,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,3,1,user-group,1,0,3,1,1,0
62725,0,10/23/13,301,0,302,232.331285,320.5356456,5,8022,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,0,0,0,5,0,2
25796,210,3/2/14,163,1765,82,235.4444118,320.3630633,4,18027,346,3,57,1296,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2008,3,0,user-group,4,0,1,0,0,0
46641,0,8/1/12,20,0,5,230.6713732,323.7142213,1,5449,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,3,0,user-group,0,0,2,0,0,0
27775,0,8/7/12,16,1397,5,233.0792423,323.1707158,1,16875,344,2,16,1800,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2004,9,0,user-group,0,0,1,0,0,3
3628,0,1/27/14,112,377,103,239.7696509,314.1573053,3,1179,334,5,101,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,1987,14,0,user-group,0,0,2,3,0,1
38901,0,10/30/13,20,1492,29,234.46359,322.9343473,1,1509,345,3,1,1070,FALSE,Chocolate Lovers Consultants Ltd,1,,1973,7,2,other,0,0,0,3,0,1
15996,0,3/15/14,,1172,,235.8502429,321.6389341,4,11064,327,2,110,1001,FALSE,Chocolate Lovers Consultants Ltd,6,,2005,3,5,user-group,0,0,0,0,0,0
60769,0,3/19/12,22,0,94,235.6076049,319.3502747,4,8874,326,7,96,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,3,0,0,3,0,0
37097,0,3/11/12,82,889,73,236.707826,318.3569584,6,7121,330,2,83,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2002,9,0,user-group,0,1,3,5,0,3
6546,0,3/4/14,,1691,,234.7237515,320.4316084,4,70,338,3,32,1001,TRUE,Chocolate Lovers Consultants Ltd,0,,2015,7,0,user-group,6,3,4,3,0,0
45620,0,2/3/14,11,1620,83,230.9164579,321.9175239,5,17946,341,2,30,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,3,0,user-group,6,0,1,0,0,4
64459,300,8/4/12,237,1366,5,233.071216,322.9072072,1,8046,344,2,16,1500,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2015,8,0,user-group,3,0,1,5,0,2
55430,0,7/18/12,16,0,5,0,325,1,1494,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,3,2,3,0,3
60363,0,3/31/12,20,0,29,233.2808255,316.2951374,8,4035,337,2,85,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,3,0,0,6,1,0
9570,0,8/6/12,39,0,31,232.8512094,316.1777728,8,17114,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,9,0,user-group,5,2,3,5,0,3
41733,0,12/3/14,114,1948,5,236.6945748,321.6940667,2,9447,327,3,26,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2003,3,0,user-group,0,0,0,0,0,0
41209,0,3/17/12,210,2380,212,234.5551319,315.616754,0,13394,336,5,15,1050,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2009,3,0,user-group,0,0,0,0,0,0
1017,0,12/11/13,193,0,1531,232.9202563,319.9514845,5,8700,339,7,8,0,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,0,3,5,0,2
12707,2200,11/3/12,72,1766,64,234.7673506,316.1143428,7,1447,336,5,15,1035,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,3,0,user-group,2,0,0,0,0,1
70340,0,8/6/12,,0,,233.5794833,315.9366804,0,2648,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
68036,250,1/30/14,202,287,203,239.5027895,315.3655394,3,379,405,24,21,1001,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2011,14,0,user-group,4,0,0,3,0,1
44410,0,11/3/13,59,0,5,233.9571607,321.8561595,1,4702,342,3,11,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,15,1,user-group,1,0,1,5,0,2
916,0,1/19/14,56,1481,83,230.518714,319.4071418,5,2486,340,2,90,1060,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1990,9,7,commercial,0,0,0,3,0,2
43886,0,10/13/13,505,0,1333,232.418386,319.8019663,5,17799,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,2,0,0,5,0,2
17194,0,10/23/13,16,1797,55,234.727193,323.3103942,1,7876,345,3,1,2500,TRUE,Chocolate Lovers Consultants Ltd,0,,1999,8,0,user-group,0,0,1,5,0,2
45312,0,3/24/12,82,503,73,236.997854,317.4084459,7,917,330,2,83,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1987,9,0,user-group,0,0,0,5,0,2
34743,0,2/19/14,251,1739,250,237.5962275,321.8194651,2,12749,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2008,3,6,commercial,3,0,0,0,0,0
17063,0,1/26/14,73,613,131,238.9527055,314.8137162,3,9305,405,54,56,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1989,8,0,user-group,0,1,1,5,0,2
56299,0,10/14/13,7,0,5,233.6512376,321.323732,4,6430,342,9,50,0,FALSE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,3,8,parastatal,6,0,1,9,2,0
67187,250,3/13/14,70,185,62,239.344176,318.1403361,6,12960,332,4,78,1120,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2005,14,1,user-group,4,1,0,3,0,0
52812,0,10/2/13,23,0,1696,233.3763422,321.3268452,4,15268,342,8,111,0,FALSE,Chocolate Lovers Consultants Ltd,3,Official pipe,0,3,3,commercial,6,0,1,8,1,0
42618,0,3/15/12,159,1952,149,238.3138775,320.3490007,2,6041,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,3,0,user-group,0,0,0,0,0,0
36929,250,1/31/14,3,245,198,240.0752388,314.7340032,3,10176,424,2,87,1120,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1982,14,0,user-group,4,0,0,3,0,0
35318,700,3/17/12,128,480,279,236.6610933,316.9387888,7,1858,330,4,43,1150,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2008,8,0,user-group,3,0,1,5,0,2
38112,0,2/15/14,31,477,26,239.0760883,314.5335483,3,4789,415,34,33,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2000,3,0,user-group,0,0,2,0,0,1
65863,1200,3/19/12,128,489,5,236.717458,316.9390106,7,5929,330,4,43,1030,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2014,3,0,user-group,5,0,0,6,1,0
19717,500,2/17/14,421,1080,107,237.6856557,321.1908004,2,2048,328,3,64,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1997,3,0,user-group,3,0,0,0,0,0
41771,0,3/16/12,69,389,5,237.5713073,317.5548838,6,694,330,3,49,2005,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2008,15,0,user-group,0,0,0,5,0,2
72356,0,10/3/13,7,0,136,232.7986363,321.0576854,4,17531,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,0,user-group,6,0,0,5,0,3
34148,250,2/6/14,202,327,2084,240.039816,314.5094066,3,1179,424,2,87,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,14,0,user-group,4,0,0,3,0,1
51082,0,10/16/13,20,0,5,233.8427431,321.875494,1,5924,342,3,11,0,TRUE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,0,7,7,commercial,1,0,0,2,1,1
34279,0,3/23/12,11,2146,5,235.3685586,316.5954299,7,357,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,15,0,user-group,0,0,0,5,0,2
55203,0,4/15/12,46,2036,870,234.8029995,315.8705794,7,156,336,5,15,1125,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2014,15,5,user-group,0,0,2,7,0,2
38283,0,10/24/13,12,0,5,232.9363536,320.8837777,4,5215,339,2,94,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,9,0,user-group,0,0,3,5,0,3
47589,0,10/5/13,7,0,11,234.0760822,321.7873311,4,18033,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,0,0,1,5,0,2
16204,0,7/25/12,406,0,777,231.536324,323.1999834,1,3279,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,4
6798,0,11/3/14,20,1760,29,234.8913745,313.9276061,0,1953,335,4,97,1001,,Chocolate Lovers Consultants Ltd,0,Official pipe,2009,3,0,user-group,6,0,2,0,0,0
37388,0,3/14/12,898,1634,971,234.717858,315.1853423,0,7291,336,6,0,1650,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,3,0,user-group,0,0,0,6,1,0
29658,0,3/29/12,22,0,23,235.5279501,318.9325078,4,520,326,6,55,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,3,commercial,4,0,1,3,0,1
52737,0,7/14/12,508,0,540,231.4868867,322.8988191,1,16257,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,13,0,user-group,0,0,0,3,0,2
53494,0,3/26/14,379,1552,394,237.1207219,321.798819,2,18596,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2004,3,4,user-group,3,0,0,0,0,0
1167,0,1/31/14,31,544,26,239.1082443,314.1335172,3,929,415,34,33,1053,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2017,3,0,user-group,0,0,0,0,0,0
352,300,2/19/12,20,2126,157,235.897912,316.8989567,7,7801,336,8,29,1030,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1980,3,0,user-group,4,0,0,6,1,0
39419,1200,11/3/13,1655,1433,1878,234.0320595,322.9877357,1,218,345,5,70,1250,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,2005,4,1,user-group,3,1,0,3,0,2
64044,0,3/13/14,20,1516,98,237.6424531,321.3370182,2,5138,328,3,64,1030,TRUE,Chocolate Lovers Consultants Ltd,5,Unofficial pipe,1978,3,4,user-group,0,0,1,6,1,0
2319,0,3/19/14,90,1349,607,236.3374789,322.1347264,4,5255,327,7,72,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2010,3,0,user-group,5,0,1,6,1,0
59243,0,2/4/14,31,481,26,238.866202,314.0148843,3,14345,415,34,33,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,7,0,user-group,6,0,2,3,0,3
31483,0,3/21/12,20,0,5,236.5867828,318.9195022,6,,326,4,106,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,14,0,user-group,4,0,2,3,0,1
19298,0,1/17/14,3,1503,100,230.9350299,321.6857204,5,2730,341,2,30,1500,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2010,3,2,other,6,0,1,1,1,0
46468,0,2/27/12,45,212,5,238.4240533,317.160906,7,16126,385,54,108,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1999,8,0,user-group,0,0,1,5,0,2
9838,0,3/19/12,20,412,5,238.7034922,319.8854537,2,880,329,4,39,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,3,0,user-group,0,0,1,0,0,0
24520,0,3/28/12,20,0,157,236.3580227,317.9774562,7,8032,326,2,68,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,1
67638,5200,3/5/12,39,1936,23,234.2977043,315.5021521,0,1727,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2008,3,0,user-group,2,0,0,0,0,0
40610,0,7/16/12,20,2031,5,231.5228765,316.8805448,5,10120,340,3,14,1050,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,3,1,user-group,5,0,0,6,1,0
18887,0,10/14/13,45,0,5,232.3570106,319.9587673,5,393,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,0,0,0,5,0,2
54217,0,8/13/12,39,0,31,233.1880863,315.8211037,0,6551,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,1,5,0,2
40381,0,4/16/12,625,2066,1364,234.7591686,315.8365005,7,1447,336,5,15,1300,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2010,15,5,user-group,0,0,2,3,0,2
5878,0,10/18/13,240,1440,241,234.2218634,323.32665,1,16211,345,4,51,1320,,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2004,0,0,user-group,6,0,0,3,0,2
12945,0,9/3/14,68,775,29,234.661286,314.3025694,0,10306,335,4,97,1001,,Chocolate Lovers Consultants Ltd,,Official pipe,2018,3,9,unknown,6,3,2,0,0,0
72648,0,10/7/13,7,0,136,232.9808156,321.5585753,1,4773,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,16,1,user-group,0,1,0,5,0,2
16049,0,2/22/14,39,1210,29,236.7868669,320.1243642,4,149,346,6,71,1120,TRUE,Chocolate Lovers Consultants Ltd,5,Unofficial pipe,2016,3,0,user-group,0,0,3,1,1,0
35712,700,10/31/13,88,1664,89,234.3999313,323.0568788,1,25,345,3,1,1255,TRUE,Chocolate Lovers Consultants Ltd,4,,2014,4,1,user-group,3,1,1,3,0,2
57739,0,7/20/12,221,0,177,231.7439739,323.4571807,1,17147,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,4
53457,0,2/15/14,76,1864,352,237.96122,320.5823945,2,1470,328,4,18,1020,FALSE,Chocolate Lovers Consultants Ltd,,Official pipe,2016,3,9,unknown,0,0,1,0,0,4
19649,0,7/27/12,,0,,233.5601919,315.8069685,0,14629,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,9,0,user-group,0,0,0,4,2,3
8976,0,7/20/12,369,0,376,232.9936827,322.5054544,1,1114,344,9,120,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,3,0,1,5,0,2
23074,0,10/19/13,238,0,238,232.5243122,319.985638,5,8558,339,4,107,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,1,0,5,0,2
14346,700,4/14/12,46,2022,37,234.6632072,315.8305679,7,526,336,5,15,1125,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2014,3,5,user-group,3,0,0,0,0,0
44357,0,3/1/14,20,1434,16,237.6525335,321.9114047,2,13570,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,1985,3,6,commercial,3,0,1,0,0,0
19529,0,12/15/13,20,0,29,234.2863574,321.5076741,4,15126,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,3,8,parastatal,0,0,3,1,1,0
10285,0,3/15/12,5,0,5,238.8141986,320.1903572,2,3621,329,9,5,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,3,0,user-group,0,0,0,4,2,0
11209,0,7/21/12,16,1370,5,233.1174078,322.8849964,1,3225,344,2,16,1200,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2005,9,0,user-group,5,0,1,5,0,3
15850,0,10/23/13,48,1508,39,233.8970879,323.327856,1,12071,345,4,51,1250,,Chocolate Lovers Consultants Ltd,0,Official pipe,2003,0,0,user-group,0,0,0,7,0,2
50732,0,4/17/12,11,0,5,232.9598426,315.9500894,8,4754,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,5,0,1,6,1,0
11785,220,3/8/12,213,560,18,238.2419333,318.9224299,6,359,331,2,24,1020,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2008,6,5,user-group,4,0,0,6,1,0
21637,250,1/23/14,53,629,26,238.6559108,314.3303678,3,9247,415,34,33,1700,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2014,8,0,user-group,4,1,0,3,0,2
40552,0,2/26/12,313,2467,141,234.6081501,315.4408609,0,509,336,5,15,1020,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,0,0,1,0,0,0
48781,0,1/17/14,1,1529,1,234.3596924,323.0292027,1,4314,345,3,1,1680,FALSE,Chocolate Lovers Consultants Ltd,,,2009,0,9,unknown,0,1,0,3,0,2
15045,0,3/16/12,81,485,5,236.0539882,316.1171231,7,8049,330,5,98,1230,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2001,15,0,user-group,0,0,1,5,0,2
20585,0,2/21/14,16,1571,55,234.3312328,323.2507516,1,2463,345,3,1,1200,,Chocolate Lovers Consultants Ltd,1,,2002,12,1,user-group,6,0,3,0,0,2
57443,0,3/14/12,159,1970,149,238.2603019,320.3349028,2,2616,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1997,3,0,user-group,0,0,0,0,0,0
23066,0,2/28/14,24,1874,16,237.5885125,321.9310371,2,16701,328,2,22,1439,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,2010,3,8,parastatal,0,0,3,1,1,0
39330,0,2/25/14,,1286,,234.1421129,320.2694665,4,10934,338,3,32,1001,TRUE,Chocolate Lovers Consultants Ltd,0,,2015,7,0,user-group,6,0,1,3,0,0
57590,0,3/22/14,1800,1501,2037,236.7285891,322.2576343,4,18447,327,7,72,1700,TRUE,Chocolate Lovers Consultants Ltd,0,,2012,3,0,user-group,0,0,1,3,0,5
21106,0,1/16/14,359,1514,100,230.9068769,321.6889931,5,217,341,2,30,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2018,9,0,user-group,6,0,0,5,0,3
59055,0,7/26/12,16,0,36,230.5986344,322.4702018,1,6886,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,1,0,0,3
41085,1200,3/9/12,168,1916,5,234.4757203,315.2350629,0,5815,336,6,0,1063,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,3,0,user-group,2,0,0,6,1,0
